removed_fraction,removed_nodes,gcc_fraction,gcc_size,num_components,avg_shortest_path_gcc,algebraic_connectivity_gcc,spectral_gap_ratio_gcc,kirchhoff_index_gcc
0.795,159,0.04,8,18,2.4285714285714284,0.250882452253479,18.67625212757716,68.00000000000003
0.8,160,0.04,8,18,2.4285714285714284,0.2508824522534788,18.67625212757716,68.00000000000003
0.805,161,0.04,8,17,2.4285714285714284,0.25088245225347894,18.67625212757716,68.00000000000003
0.81,162,0.04,8,17,2.4285714285714284,0.2508824522534789,18.67625212757716,68.00000000000003
0.815,163,0.04,8,18,2.4285714285714284,0.25088245225347916,18.67625212757716,68.00000000000003
0.82,164,0.04,8,17,2.4285714285714284,0.25088245225347916,18.67625212757716,68.00000000000003
0.825,165,0.04,8,16,2.4285714285714284,0.2508824522534787,18.67625212757716,68.00000000000003
0.83,166,0.04,8,16,2.4285714285714284,0.2508824522534795,18.67625212757716,68.00000000000003
0.835,167,0.04,8,16,2.4285714285714284,0.25088245225347894,18.67625212757716,68.00000000000003
0.84,168,0.04,8,17,2.4285714285714284,0.25088245225347977,18.67625212757716,68.00000000000003
0.845,169,0.04,8,17,2.4285714285714284,0.25088245225347905,18.67625212757716,68.00000000000003
0.85,170,0.04,8,16,2.4285714285714284,0.2508824522534798,18.67625212757716,68.00000000000003
0.855,171,0.04,8,15,2.4285714285714284,0.25088245225347877,18.67625212757716,68.00000000000003
0.86,172,0.035,7,15,2.380952380952381,0.26032269025835486,16.649338277971534,50.00000000000002
0.865,173,0.035,7,17,2.380952380952381,0.2603226902583543,16.649338277971534,50.00000000000002
0.87,174,0.035,7,16,2.380952380952381,0.26032269025835514,16.649338277971534,50.00000000000002
0.875,175,0.035,7,15,2.380952380952381,0.2603226902583551,16.649338277971534,50.00000000000002
0.88,176,0.03,6,15,2.3333333333333335,0.2679491924311229,13.928203230275507,35.0
0.885,177,0.03,6,16,2.3333333333333335,0.26794919243112314,13.928203230275507,35.0
0.89,178,0.03,6,15,2.3333333333333335,0.26794919243112314,13.928203230275507,35.0
0.895,179,0.015,3,16,1.3333333333333333,0.9999999999999998,3.000000000000001,4.000000000000001
0.9,180,0.015,3,15,1.3333333333333333,1.0,3.000000000000001,4.000000000000001
0.905,181,0.015,3,14,1.3333333333333333,1.0000000000000002,3.000000000000001,4.000000000000001
0.91,182,0.015,3,13,1.3333333333333333,1.0000000000000002,3.000000000000001,4.000000000000001
0.915,183,0.015,3,13,1.3333333333333333,0.9999999999999999,3.000000000000001,4.000000000000001
0.92,184,0.015,3,14,1.3333333333333333,1.0,3.000000000000001,4.000000000000001
0.925,185,0.015,3,13,1.3333333333333333,1.0000000000000002,3.000000000000001,4.000000000000001
0.93,186,0.015,3,12,1.3333333333333333,0.9999999999999998,3.000000000000001,4.000000000000001
0.935,187,0.01,2,12,1.0,2.0,1.0,1.0
0.94,188,0.01,2,11,1.0,2.0,1.0,1.0
0.945,189,0.01,2,10,1.0,2.0,1.0,1.0
0.95,190,0.01,2,9,1.0,2.0,1.0,1.0
0.955,191,0.01,2,8,1.0,2.0,1.0,1.0
0.96,192,0.005,1,8,0.0,,,
0.965,193,0.005,1,7,0.0,,,
0.97,194,0.005,1,6,0.0,,,
0.975,195,0.005,1,5,0.0,,,
0.98,196,0.005,1,4,0.0,,,
0.985,197,0.005,1,3,0.0,,,
0.99,198,0.005,1,2,0.0,,,
0.995,199,0.005,1,1,0.0,,,
1.0,200,0.0,0,0,0.0,,,
